doi,capture.READER_COUNT,citation.Scopus,citation.CrossRef,citation.Academic Citation Index (ACI) - airiti,citation.PubMed,citation.Policy Citation,citation.Patent Families,mention.NEWS_COUNT,mention.FACEBOOK_COUNT,mention.REFERENCE_COUNT,citation.SSRN,mention.ABSTRACT_VIEWS,mention.DOWNLOAD_COUNT,mention.ALL_BLOG_COUNT,citation.PubMed Guidelines,mention.FULL_TEXT_VIEWS,citation.SciELO,capture.EXPORTS_SAVES,citation.CSCD
10.1155/2014/354862,16.0,3.0,,,,,,,,,,62.0,,,,,,,
10.1021/jp4112469,41.0,49.0,42.0,,,,,,,,,,,,,,,,
10.1063/1.4892661,25.0,23.0,17.0,,,,,,,,,,,,,,,,
10.1175/jcli-d-14-00041.1,16.0,7.0,5.0,,,,,,,,,2.0,112.0,,,,,,
10.1175/jcli-d-14-00040.1,22.0,7.0,7.0,,,,,,,,,5.0,130.0,,,,,,
10.1111/jcpt.12203,46.0,10.0,8.0,,2.0,,,,,,,,,,,,,,
10.1289/ehp.1306724,101.0,46.0,37.0,,12.0,1.0,,,23.0,,,,,,,,,,
10.1080/10610278.2014.988628,7.0,15.0,9.0,,,,,,,,,,,,,,,,
10.1039/c4dt00506f,27.0,14.0,13.0,,2.0,,,,,,,,,,,,,,
10.1002/j.1556-6676.2014.00147.x,66.0,12.0,11.0,,,,,1.0,,,,,,,,,,,
10.1200/jco.2014.32.15_suppl.2508,8.0,,7.0,,,,,,,,,,,,,,,,
10.1161/res.115.suppl_1.145,1.0,,1.0,,,,,,,,,,,,,,,,
10.5408/13-060.1,66.0,,9.0,1.0,,1.0,,,,,,,,,,,,,
10.1063/1.4870716,6.0,9.0,8.0,,,,,,,,,,,,,,,,
10.1128/jvi.00433-14,119.0,121.0,116.0,,103.0,1.0,2.0,,5.0,,,,,,,,,,
10.1093/ofid/ofu052.666,,,,,,,,,,,,,,,,,,,
10.1093/ofid/ofu051.08,,,,,,,,,,,,,,,,,,,
10.1212/wnl.82.10_supplement.p2.261,2.0,,,,,,,,,,,,,,,,,,
10.1186/1550-2783-11-s1-p35,9.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1021/es501185a,14.0,12.0,10.0,,1.0,,,,,,,,,,,,,,
10.1186/1550-2783-11-s1-p34,11.0,1.0,,,,,,,,,,,,,,,,,
10.1080/15236803.2015.12001820,13.0,8.0,2.0,,,,,,,,,,,,,,,,
10.1145/2671188.2749349,12.0,16.0,10.0,,,,,,,,,,,,,,,,
10.1145/2671188.2749350,5.0,4.0,2.0,,,,,,,,,,,,,,,,
10.2505/4/jcst15_044_05_42,80.0,,23.0,,,,,,,,,,,,,,,,
10.31274/itaa_proceedings-180814-108,,,,,,,,,,,,,,,,,,,
10.1111/fcsr.12133,14.0,2.0,2.0,,,,,,,,,,,,,,,,
10.1063/1.4905858,2.0,2.0,1.0,,,,,,,,,,,,,,,,
10.3213/2191-5784-10277,20.0,22.0,4.0,,,,,,,,,,,,,,,,
10.1063/1.4936608,27.0,11.0,10.0,,,,,,,,,,,,,,,,
10.1111/jabr.12043,56.0,18.0,18.0,1.0,,,,1.0,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.901.16,14.0,,,,,,,,,,,,,,,,,,
10.1111/pme.12886,118.0,75.0,1.0,,43.0,2.0,,1.0,8.0,,,,,,,,,,
10.1096/fasebj.29.1_supplement.711.20,2.0,,,,,,,,,,,,,,,,,,
10.1139/cjz-2014-0286,12.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1177/0143034315587011,68.0,13.0,11.0,,,1.0,,,,,,,,,,,,,
10.1145/2676723.2677270,29.0,15.0,6.0,,,,,,,,,,,,,,,,
10.1115/imece2015-51976,1.0,1.0,,,,,,,,,,,,,,,,,
10.1145/2693208.2693246,3.0,,,,,,,,,,,,,,,,,,
10.1177/1555458915584673,34.0,,1.0,,,1.0,,,,,,,,,,,,,
10.1145/2830719.2830729,4.0,,2.0,,,,,,,,,,,,,,,,
10.1145/2826972.2826976,13.0,,5.0,,,,,,,4.0,,,,,,,,,
10.1089/vio.2014.0028,15.0,4.0,,,,,,,,,,,,,,,,,
10.1119/1.4933145,16.0,5.0,4.0,,,,,,,,,,,,,,,,
10.1145/2716282.2716292,15.0,11.0,7.0,,,,,,,,,,,,,,,,
10.1145/2716282.2716287,17.0,15.0,9.0,,,,,,,,,,,,,,,,
10.1116/1.4936393,20.0,5.0,5.0,,2.0,,,,60.0,,,3.0,92.0,,,,,,
10.1002/jaba.240,91.0,17.0,20.0,,3.0,2.0,,,,,,,,,,,,,
10.1111/cdev.12460,164.0,35.0,28.0,,8.0,2.0,,,,,,,,,,,,,
10.1177/1045159515616968,172.0,29.0,22.0,,,,,,,,,,,,,,,,
10.1145/2769493.2769584,10.0,,,,,,,,,,,,,,,,,,
10.1177/009164711504300403,32.0,,12.0,,,,,,,,,,,,,,,,
10.1111/1752-1688.12329,11.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1111/joms.12131,139.0,53.0,44.0,,,,,,,,,264.0,6.0,,,,,,
10.5465/ambpp.2015.11555abstract,27.0,,1.0,,,,,,,,,,,,,,,,
10.1111/gec3.12211,31.0,24.0,17.0,,,,,,,,,,,,,,,,
10.1674/0003-0031-174.2.310,21.0,9.0,7.0,,,,,,,,,,,,,,,,
10.1177/0165551515577912,23.0,7.0,3.0,,,,,,,,,,,,,,,,
10.3138/cjccj.2014-e29,8.0,2.0,3.0,,,,,,,,,,,1.0,,,,,
10.1021/acs.joc.5b02202,19.0,5.0,5.0,,2.0,,,,,,,,,,,,,,
10.1115/detc2015-46694,17.0,11.0,3.0,,,,,,,,,,,,,,,,
10.1002/jclp.22230,159.0,56.0,53.0,,12.0,,,,,,,,,,,,,,
10.1021/acsami.5b02162,35.0,17.0,18.0,,1.0,,,,,,,,,,,,,,
10.1145/2702613.2732745,17.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1145/2769493.2769585,60.0,7.0,6.0,,,,,1.0,,,,,,,,,,,
10.1177/0731948714566120,138.0,30.0,24.0,,,3.0,,1.0,,,,,,,,,,,
10.1145/2702613.2732812,57.0,21.0,18.0,,,,,,,,,,,,,,,,
10.1177/2381336915617578,21.0,,10.0,,,,,,,,,,,,,,,,
10.1177/0734016815591819,10.0,9.0,6.0,,,4.0,,,,,,,,,,,,,
10.1145/2769493.2769556,20.0,8.0,7.0,,,,,,,,,,,,,,,,
10.1002/aqc.2559,20.0,5.0,5.0,,,,,,,1.0,,,,,,,,,
10.4018/ijats.2015040101,3.0,,,,,,,,,,,,,,,,,,
10.2514/6.2015-0177,7.0,8.0,5.0,,,,,,,,,,,,,,,,
10.1175/mwr-d-14-00307.1,27.0,28.0,14.0,,,,,,,,,,,,,,,,
10.20906/cps/cob-2015-2705,9.0,,1.0,,,,,,,,,,,,,,,,
10.1002/bdra.23412,31.0,2.0,2.0,,1.0,1.0,,,,,,,,,,,,,
10.1111/fcsr.12134,23.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1177/2373379915583676,18.0,9.0,7.0,,,,,,,,,,,,,,,,
10.2136/sssaspecpub40.c12,18.0,,2.0,,,1.0,,,,,,,,,,,,,
10.5465/ambpp.2015.12300abstract,1.0,,2.0,,,,,,,,,,,,,,,,
10.1542/peds.2015-1274,92.0,39.0,19.0,,14.0,2.0,,,65.0,,,,,,,,,,
10.1021/bk-2015-1198.ch006,12.0,2.0,,,,,,,,,,,,,,,,,
10.1142/s0219581x15500258,7.0,4.0,1.0,,,,,,,,,,,,,,,,
10.1001/jama.2015.4017,25.0,15.0,1.0,,1.0,,,,25.0,,,,,,,,,,
10.1177/0739986315613300,24.0,8.0,5.0,,,,,,,,,,,,,,,,
10.1111/ldrp.12048,46.0,18.0,15.0,,,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.lb369,,,,,,,,,,,,,,,,,,,
10.1080/08874417.2015.11645785,102.0,25.0,18.0,,,,,,,,,,,,,,,,
10.1080/10691898.2015.11889724,57.0,5.0,,,,,,,,,,,,,,,,,
10.1116/1.4914175,8.0,4.0,6.0,,,,,,,,,,,,,,,,
10.1177/0092055x14567290,34.0,10.0,10.0,,,,,,,,,,,,,,,,
10.1177/1077699015610327x,4.0,,,,,,,,,,,,,,,,,,
10.4018/ijkbo.2015010103,1.0,,5.0,,,,,,,,,,,,,,,,
10.2134/agronmonogr33.c7,1.0,2.0,2.0,,,,,,,,,,,,,,,,
10.1021/acs.jpcc.5b08171,24.0,14.0,13.0,,,,,,,,,,,,,,,,
10.1111/ijcs.12217,220.0,84.0,61.0,,,2.0,,,,,,,,,,,,,
10.1002/mrc.4327,13.0,11.0,12.0,,2.0,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.589.3,8.0,,,,,,,,,,,,,,,,,,
10.7326/m15-0968,54.0,19.0,16.0,,9.0,3.0,,2.0,,,,,,1.0,1.0,,,,
10.1161/res.117.suppl_1.29,1.0,,,,,,,,,,,,,,,,,,
10.7227/rie.0015,42.0,15.0,4.0,1.0,,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.608.31,3.0,,1.0,,,,,,,,,,,,,,,,
10.2134/agronmonogr31.c6,45.0,87.0,,,,1.0,,,,,,,,,,,,,
10.15288/jsad.2015.76.615,41.0,26.0,17.0,,12.0,,,,,,,,,1.0,,,,,
10.15288/jsad.2015.76.957,55.0,30.0,20.0,,14.0,,,,,,,,,,,,,,
10.1177/0014402914563704,59.0,50.0,23.0,1.0,,,,,,,,,,,,,,,
10.1177/0044118x15618313,125.0,11.0,1.0,,,,,,,,,,,,,,,,
10.4018/ijagr.2015100105,18.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1260/1747-9541.10.5.933,24.0,2.0,2.0,,,,,,,,,,,,,,,,
10.2135/cssaspecpub24.c1,5.0,10.0,,,,,,,,,,,,,,,,,
10.1021/bk-2015-1213.ch010,5.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1177/0047237915607283,38.0,4.0,1.0,,,,,,,,,,,,,,,,
10.1115/imece2015-52165,50.0,15.0,6.0,,,,,,11.0,,,,,,,,,,
10.1002/jmor.20389,34.0,15.0,14.0,,5.0,,,,,1.0,,,,,,,,,
10.7122/439293-ms,8.0,5.0,3.0,,,,,,,,,,,,,,,,
10.5465/ambpp.2015.13931abstract,,,,,,,,,,,,,,,,,,,
10.3390/laws4010107,4.0,,,,,,,,,,,,,,,,,,
10.1021/acs.nanolett.5b03069,278.0,361.0,333.0,,44.0,,,1.0,25.0,,,,,2.0,,,,,
10.1002/bdra.23470,18.0,14.0,11.0,,2.0,3.0,,,1.0,,,,,,,,,,
10.2134/agronmonogr23.2ed.c3,13.0,36.0,4.0,,,1.0,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.lb680,,,,,,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.lb373,,,,,,,,,,,,,,,,,,,
10.1080/15377938.2015.1015197,14.0,7.0,2.0,,,,,,,,,,,,,,,,
10.1002/tea.21186,259.0,99.0,80.0,1.0,,,,,,,,,,1.0,,,,,
10.2308/acch-51271,46.0,26.0,19.0,,,,,,,,,,,,,,,,
10.1115/imece2015-52803,5.0,,,,,,,,,,,,,,,,,,
10.1158/1078-0432.ccr-15-1522,55.0,79.0,65.0,,47.0,,,,,,,,,,,,,,
10.2134/agronmonogr41.c24,34.0,77.0,12.0,,,1.0,,,,,,,,,,,,,
10.1021/bk-2015-1198.ch001,18.0,3.0,2.0,,,,,,,,,,,,,,,,
10.4085/1062-6040-50.1.06,125.0,38.0,15.0,1.0,11.0,,,,,,,,,,,,,,
10.1116/1.4935885,21.0,15.0,12.0,,,,,,,,,,,,,,,,
10.46743/2160-3715/2008.1601,137.0,,,,,,,,,,,2402.0,3223.0,,,,,,
10.1200/jco.2015.33.15_suppl.7059,11.0,,2.0,,,,,,,,,,,,,,,,
10.1119/1.4923439,15.0,,,,,,,,,,,,,,,,,,
10.1021/acs.analchem.5b00999,30.0,6.0,6.0,,2.0,,,,,,,,,,,,,,
10.1021/es503896v,104.0,57.0,51.0,,4.0,,,,,1.0,,,,,,,,,
10.1128/aem.03256-14,38.0,33.0,26.0,,18.0,,,,,1.0,,,,,,,,,
10.1021/ab500011x,34.0,37.0,,,,,,,,,,,,,,,,,
10.4085/1062-6050-50.8.04,148.0,13.0,6.0,,3.0,,,,,,,,,,,,,,
10.1128/ec.00076-15,44.0,38.0,31.0,,14.0,,,,,,,,,,,,,,
10.1177/0149206315618448,364.0,118.0,106.0,,,,,,,,,,,,,,,,
10.1021/bk-2015-1198.pr003,2.0,,,,,,,,,,,,,,,,,,
10.1115/imece2015-52807,,,,,,,,,,,,,,,,,,,
10.1039/c5ee01809a,147.0,196.0,196.0,,,,,,,,,,,,,,,,
10.1177/1932202x14562393,36.0,6.0,3.0,,,,,,,,,,,,,,,,
10.1021/bk-2015-1198,5.0,,4.0,,,,,,,,,,,,,,,,
10.2136/1994.quantitativemethods.c5,9.0,12.0,4.0,,,1.0,,,,,,,,,,,,,
10.1162/leon_a_01067,9.0,,,,,,,,,,,,,,,,,,
10.1002/jaba.270,108.0,29.0,21.0,,7.0,1.0,,,11.0,,,,,,,,,,
10.1115/msec2015-9436,85.0,,6.0,,,,,,,,,,,,,,,,
10.2135/1993.internationalcropscience.c63,3.0,,,,,,,,,,,,,,,,,,
10.1190/segam2015-5888848.1,32.0,55.0,22.0,,,,1.0,,,,,,,,,,,,
10.3141/2471-07,40.0,8.0,3.0,,,,,,,,,,,,,,,,
10.2135/cssaspecpub16.c2,17.0,46.0,,,,,,,,,,,,,,,,,
10.1002/bdra.23416,42.0,13.0,13.0,,10.0,1.0,,,,1.0,,,,,,,,,
10.1145/2764920,14.0,1.0,1.0,,,,,,,,,,,,,,,,
10.28945/2089,33.0,3.0,,,,,,,19.0,,,,,,,,,,
10.1096/fasebj.29.1_supplement.897.7,2.0,,,,,,,,,,,,,,,,,,
10.1021/ed500699q,28.0,3.0,1.0,,,,,,,,,,,,,,,,
10.21273/horttech.25.1.76,31.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1044/2015_jslhr-l-15-0056,48.0,9.0,6.0,,2.0,,,,23.0,,,,,,,,,,
10.1111/ldrp.12049,61.0,18.0,14.0,,,2.0,,,,,,,,,,,,,
10.1039/c5cp02575c,9.0,6.0,7.0,,1.0,,,,,,,,,,,,,,
10.5465/amp.2012.0033,273.0,244.0,235.0,,,3.0,,2.0,,,,,,,,,,,
10.2134/agronmonogr23.2ed.c22,13.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1177/0145445515568928,22.0,,2.0,,1.0,,,,,,,,,,,,,,
10.1145/2806416.2806572,38.0,22.0,20.0,,,,,,,,,,,,,,,,
10.1158/1078-0432.ccr-14-3323,54.0,56.0,43.0,,30.0,,,2.0,,,,,,,,,,,
10.1044/2015_ajslp-14-0061,86.0,28.0,20.0,,7.0,,,,102.0,,,,,,,,,,
10.2118/175135-ms,19.0,40.0,19.0,,,,,,,,,,,,,,,,
10.2134/1985.soilerosionandcrop.c25,3.0,,,,,,,,,,,,,,,,,,
10.5696/2156-9614-5-9.18,11.0,,5.0,,2.0,,,,,,,,,,,,,,
10.3102/0034654314540477,172.0,75.0,77.0,1.0,,2.0,,,,,,,,1.0,,,,,
10.54718/ctqg4009,10.0,,,,,,,,,,,114.0,161.0,,,,,,
10.1021/nn5063003,11.0,1.0,2.0,,,,,,,,,,,,,,,,
10.1080/19325037.2014.945671,30.0,11.0,5.0,,,,,,,,,,,,,,,,
10.1111/soin.12097,61.0,18.0,18.0,,,,,,,,,,,,,,,,
10.1145/2766462.2767742,89.0,75.0,41.0,,,,,,,,,,,,,,,,
10.1177/0898264315600689,19.0,4.0,2.0,,,,,,,,,,,,,,,,
10.1021/acs.biochem.5b00363,27.0,14.0,15.0,,1.0,,,,,,,,,,,,,,
10.1038/jcbfm.2015.166,92.0,34.0,21.0,,20.0,,,,,,,,,,,,,,
10.2134/agronmonogr32.c7,22.0,73.0,7.0,,,,,,,,,,,,,,,,
10.1080/08897077.2014.969470,41.0,18.0,12.0,,,,,,,,,,,,,,,,
10.1145/2815400.2815430,91.0,56.0,40.0,,,,,,,,,,,,,,,,
10.1002/pola.27691,16.0,9.0,9.0,,,,,,,,,,,,,,,,
10.1128/jvi.03073-14,19.0,21.0,14.0,,15.0,,,,,,,,,,,,,,
10.1515/jgth-2015-0013,,1.0,1.0,,,,,,,,,,,,,,,,
10.1111/fare.12098,117.0,38.0,34.0,,11.0,1.0,,,,,,,,,,,,,
10.1111/1475-679x.12067,689.0,545.0,607.0,2.0,,7.0,,1.0,,,,,,2.0,,,,,
10.1111/ldrp.12091,95.0,21.0,17.0,,,1.0,,,,,,,,,,,,,
10.2118/169063-pa,11.0,5.0,3.0,,,,,,,,,,,,,,,,
10.4018/ijoris.2015070103,3.0,,5.0,,,,,,,,,,,,,,,,
10.2308/acch-51091,43.0,13.0,9.0,,,,,,,,,,,,,,,,
10.1002/ett.3002,17.0,19.0,12.0,,,,,,,,,,,,,,,,
10.1177/0894486515593869,319.0,108.0,79.0,,,,,,,,,,,,,,,,
10.1115/imece2015-53500,6.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1080/15481603.2015.1055451,43.0,13.0,4.0,,,,,,,1.0,,,,,,,,,
10.56577/sm-2015.384,,,,,,,,,,,,,,,,,,,
10.1021/acs.inorgchem.5b01823,26.0,19.0,19.0,,2.0,,,,,,,,,,,,,,
10.1039/c4ta06039c,54.0,94.0,92.0,,,,,,8.0,,,,,,,,,,
10.1177/1049731515578537,45.0,15.0,7.0,,,,,,,,,,,,,,,,
10.1177/1538192715612914,67.0,15.0,16.0,,,1.0,,1.0,,,,,,,,,,,
10.4018/ijwltt.2015100103,42.0,,,,,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.897.30,,,1.0,,,,,,,,,,,,,,,,
10.1002/jocb.88,33.0,19.0,17.0,,,,,2.0,,,,,,,,,,,
10.1089/cyber.2014.0355,54.0,19.0,7.0,,1.0,1.0,,,,,,,,,,,,,
10.1177/1076217515613384,22.0,3.0,4.0,,,,,,,,,,,,,,,,
10.58680/rte201527349,,,,,,,,,,,,,,,,,,,
10.3138/jrpc.27.3.3101,7.0,2.0,1.0,,,,,,,,,,,,,,,,
10.1215/00182168-2836856,6.0,,,,,,,,,,,,,,,,,,
10.1002/nha3.20102,1.0,,,,,,,,,,,,,,,,,,
10.1002/nha3.20101,5.0,,,,,,,,,,,,,,,,,,
10.1080/00380237.2015.998166,18.0,8.0,5.0,,,,,,,,,,,,,,,,
10.1080/17432200.2015.1059128,4.0,1.0,,,,,,,,,,,,,,,,,
10.1080/10835547.2015.12090404,20.0,,,,,,,,,,,,,,,,,,
10.1111/fire.12073,18.0,4.0,4.0,,,,,,,,1.0,637.0,,,,,,,
10.1002/lsm.22396,30.0,12.0,9.0,,4.0,,,,,,,,,,,,,,
10.7554/elife.09696.017,128.0,69.0,71.0,,42.0,,1.0,2.0,,2.0,,,,1.0,,,,,
10.2134/asaspecpub66.c14,9.0,4.0,,,,,,,,,,,,,,,,,
10.2308/jltr-51192,3.0,1.0,,,,,,,,,,,,,,,,,
10.1075/clcc.5.02ols,,,,,,,,,,,,,,,,,,,
10.1093/ehr/cev133,3.0,13.0,5.0,,,,,,70.0,,,,,,,,,,
10.1177/2158244015584231,36.0,13.0,8.0,,,,,,,4.0,,28.0,152.0,,,,,,
10.1177/0886260515591278,91.0,44.0,8.0,,6.0,2.0,,8.0,,,,,,,,,,,
10.31274/jctp-180810-50,8.0,,,,,,,,68.0,,,233.0,1762.0,,,,,,
10.2135/cssaspecpub17.c5,10.0,47.0,1.0,,,,,,,,,,,,,,,,
10.1123/jab.2014-0073,30.0,3.0,1.0,,1.0,,,,,,,,,,,,,,
10.1080/10573569.2014.910718,113.0,87.0,23.0,,,1.0,,,,,,,,,,,,,
10.2523/iptc-18481-ms,17.0,,4.0,,,,,,,,,,,,,,,,
10.1002/2014jb011645,28.0,40.0,29.0,,,,,,,,,,,,,,,,
10.1123/wspaj.2014-0034,5.0,,1.0,,,,,,,,,,,,,,,,
10.5465/amj.2012.0045,366.0,149.0,144.0,,,,,,,,,,,,,,,,
10.1002/2015gl065806,142.0,118.0,106.0,,,2.0,,8.0,,,,,,1.0,,,,,
10.1089/cyber.2014.0599,111.0,10.0,2.0,,,,,,,,,,,,,,,,
10.1021/acs.jmedchem.5b01426,31.0,16.0,12.0,,4.0,,,,3.0,,,,,,,,,,
10.2118/177255-ms,29.0,,4.0,,,,,,,,,,,,,,,,
10.1128/mbio.00703-15,43.0,17.0,10.0,,8.0,,1.0,,,,,,,,,,,,
10.1111/acer.12787,140.0,43.0,38.0,,28.0,,,,,,,,,,,,,,
10.1177/1077801215605920,171.0,75.0,35.0,,20.0,6.0,,1.0,,,,,,,,,,,
10.1021/cg500987c,19.0,11.0,11.0,,,,,,,,,,,,,,,,
10.5465/ambpp.2015.18534abstract,,,,,,,,,,,,,,,,,,,
10.1152/ajpheart.00208.2015,572.0,166.0,106.0,,71.0,,,,,,,,,,,,,,
10.2118/spe-173384-ms,46.0,,4.0,,,,,,,,,,,,,,,,
10.1089/ten.tec.2014.0345,23.0,6.0,3.0,,4.0,,,,,,,,,,,,,,
10.1002/etc.2975,49.0,45.0,41.0,,7.0,4.0,,1.0,,,,,,,,,,,
10.1177/0309133315616575,,,,,,,,,,,,,,,,,,,
10.1177/0265407515578821,39.0,22.0,17.0,,,,,1.0,,1.0,,,,2.0,,,,,
10.12968/ijtr.2015.22.2.79,28.0,4.0,1.0,,,,,,,,,,,,,,,,
10.1111/jomf.12204,112.0,97.0,87.0,,31.0,4.0,,2.0,,,,,,2.0,,,,,
10.2118/166390-pa,6.0,10.0,4.0,,,,,,,,,,,,,,,,
10.1177/0741713615591011,2.0,,,,,,,,,,,,,,,,,,
10.1177/0741713615591009,,,,,,,,,,,,,,,,,,,
10.1177/1755088215571648,14.0,6.0,4.0,,,,,,,,,,,,,,,,
10.1142/s0218194015400380,16.0,3.0,2.0,,,,,,,,,,,,,,,,
10.1105/tpc.15.00122,146.0,35.0,23.0,,25.0,1.0,,,,,,,,,,,,,
10.1111/jomf.12250,86.0,25.0,16.0,,12.0,,,,,,,,,,,,,,
10.1002/sej.1208,375.0,159.0,131.0,,,1.0,,1.0,,,,,,,,,,,
10.1021/acs.est.5b03055,104.0,165.0,145.0,,24.0,,,,,,,,,,,,,,
10.1021/acs.nanolett.5b02315,457.0,362.0,316.0,,30.0,,,,,,,,,,,,,,
10.1680/gmat.14.00007,10.0,15.0,15.0,,,,,,,,,,,,,,,,
10.1287/isre.2014.0553,280.0,147.0,122.0,,,,,2.0,,,,,,,,,,,
10.31979/2151-6014(2015).060109,1.0,,,,,,,,,,,153.0,772.0,,,,,,
10.1063/1.4913860,46.0,35.0,36.0,,,,,,,,,,,,,,,,
10.1002/bdra.23340,35.0,19.0,11.0,,,1.0,,,,,,,,,,,,,
10.1111/avsc.12171,61.0,17.0,14.0,,,1.0,,,,,,,,,,,,,
10.1177/2158244013562521,10.0,1.0,,,,1.0,,,,,,,,,,,,,
10.1145/2769493.2769517,45.0,11.0,8.0,,,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.711.26,1.0,,,,,,,,,,,,,,,,,,
10.1111/jomf.12185,59.0,52.0,42.0,,9.0,,,,,,,,,,,,,,
10.1111/jmft.12116,68.0,18.0,16.0,,1.0,,,,,,,,,,,,,,
10.1177/1052562914564980,120.0,19.0,12.0,,,,,,,,,,,1.0,,,,,
10.1128/aem.02752-15,51.0,41.0,25.0,,24.0,,,,,,,,,,,,,,
10.1190/geo2014-0298.1,6.0,15.0,5.0,,,,,,,,,,,,,,,,
10.1063/1.4906462,8.0,4.0,3.0,,,,,,,,,,,,,,,,
10.1177/0731948714564576,155.0,61.0,33.0,,,,,,,,,,,,,,,,
10.1021/acs.jpca.5b07650,12.0,27.0,27.0,,,,,,,,,1.0,,,,,,,
10.1111/jbl.12084,98.0,14.0,11.0,,,,,,,,,,,,,,,,
10.1080/01639625.2014.977201,59.0,18.0,16.0,,,,,,,,,,,,,,,,
10.1063/1.4906953,33.0,47.0,43.0,,,,,,,,,,,,,,,,
10.1111/ssqu.12150,45.0,16.0,11.0,,3.0,,,,,,,,,,,,,,
10.1515/humaff-2015-0037,11.0,3.0,4.0,,,,,,,,,,,,,,,,
10.1145/2793107.2810289,15.0,2.0,3.0,,,,,,,,,,,,,,,,
10.1002/mar.20773,38.0,13.0,13.0,,,,,,,,,,,,,,,,
10.1021/bk-2015-1209.ch006,1.0,,1.0,,,,,,,,,,,,,,,,
10.2135/cssaspecpub24.c7,3.0,4.0,1.0,,,,,,,,,,,,,,,,
10.1039/c5cc04913j,24.0,11.0,9.0,,2.0,,,,,,,,,,,,,,
10.5465/ambpp.2015.18208abstract,1.0,,,,,,,,,,,,,,,,,,
10.1111/jgh.12973,46.0,22.0,18.0,,8.0,,,,,,,,,,,,,,
10.21273/horttech.25.3.306,5.0,7.0,4.0,,,,,,,1.0,,,,,,,,,
10.1175/mwr-d-15-0247.1,28.0,24.0,11.0,,,,,,,,,,,,,,,,
10.2466/27.pms.120v19x4,9.0,2.0,,,,,,,,,,,,,,,,,
10.22237/jotm/1435708980,13.0,,,,,,,,,,,83.0,393.0,,,,,,
10.20429/ijsotl.2015.090204,22.0,,,,,,,,,,,492.0,889.0,,,,,,
10.1080/12507970.2015.11758619,37.0,,,,,,,,,,,,,,,,,,
10.1182/blood.v126.23.3639.3639,,,1.0,,,,,,,,,,,,,,,,
10.1177/0037549715572490,29.0,20.0,8.0,,,,,,,,,,,,,,,,
10.1177/1094670514557193,90.0,7.0,6.0,,,,,,,,,,,,,,,,
10.5408/14-003.1,21.0,5.0,1.0,,,,,,1.0,,,,,,,,,,
10.1021/acsami.5b05012,71.0,84.0,74.0,,13.0,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.927.8,1.0,,,,,,,,,,,,,,,,,,
10.1080/2331186x.2015.1066550,57.0,20.0,6.0,1.0,,,,,,,,,,,,,,,
10.1128/aem.00397-15,38.0,19.0,17.0,,10.0,1.0,,,,,,,,,,,,,
10.1039/c4sc03748k,52.0,39.0,41.0,,1.0,,1.0,,,,,,,,,,,,
10.1021/jacs.5b02999,80.0,108.0,104.0,,16.0,,,1.0,1.0,,,,,,,,,,
10.1177/0021934714568017,18.0,9.0,2.0,,,1.0,,,,,,,,,,,,,
10.1002/2015gc005873,16.0,9.0,8.0,,,,,,,,,,,,,,,,
10.2514/1.c033280,8.0,7.0,4.0,,,,,,,,,,,,,,,,
10.1096/fasebj.29.1_supplement.569.12,1.0,,,,,,,,,,,,,,,,,,
10.1152/ajplung.00215.2014,30.0,16.0,13.0,,8.0,,,,,,,,,,,,,,
10.1021/acs.energyfuels.5b01669,31.0,30.0,25.0,,,,,,,,,,,,,,,,
10.1142/s0218216515500753,1.0,,,,,,,,,,,,,,,,,,
10.1119/1.4931004,13.0,1.0,1.0,,,,,,,,,,,,,,,,
10.1177/2158244015591825,10.0,8.0,4.0,,,,,,,,,,,,,,,,
10.1063/1.4905786,83.0,76.0,67.0,,,,,,,,,,,,,,,,
10.1177/194849921500600002,5.0,,,,,,,,,,,,,,,,,,
10.46743/2160-3715/2013.1458,83.0,,,,,,,,,,,1796.0,3160.0,,,,,,
10.31274/itaa_proceedings-180814-15,,,,,,,,,,,,,,,,,,,
10.1515/tmj-2015-0019,,,2.0,,,,,,,,,,,,,,,,
10.1080/00131857.2015.1113740,6.0,,1.0,,,,,,,,,,,,,,,,
10.1177/2158244015580379,11.0,3.0,3.0,,,,,,,,,,,,,,,,
10.1111/puar.12427,12.0,,,,,,,,,,,,,,,,,,
